id,fantasy_name,state,city,mrr,survival_days,has_clube,has_pos,has_totem,is_deleted
65214,Grilled Game Burguer,SP,Presidente Prudente,449,116.77113460648148,1,0,0,1
78447,Juka Produções,PR,Cascavel,0,323.6113930184722,1,0,0,0
4594,BÁH - Açaí e Pipoca Gourmet,RS,Porto Alegre,0,83.63350118055556,0,0,0,1
422,Brasileirinho,ES,Vitoria,298,841.3334218287036,0,0,0,1
26769,Restaurante Estrela Azul,SP,Aparecida,310,420.0431950462963,0,0,0,1
49605,Toca,RJ,Petrópolis,468,328.9720280324074,1,0,0,1
97423,Cafecito,PB,João Pessoa,0,204.74011241662038,1,0,0,0
48318,Frescor Yasa'i,ES,Cariacica,0,0.06937204861111111,0,0,0,1
15582,Ponta de Pedra,AM,Manaus,153,539.9846724768519,0,0,0,1
12415,teste balcão 2,,,0,0.0006216203703703704,0,0,0,1
144,Franguinho Gru,SP,Guarulhos,0,1201.9664560185186,1,0,0,1
18783,The dog dogueria,RS,Charqueadas,0,444.0444180787037,0,0,0,1
66006,Pinha Parrilla Bar,PR,Telêmaco Borba,348.1,289.9701602083333,0,0,0,1
6111,HYBURGUER [CNL],RJ,Teresópolis,150,427.2541888310185,0,0,0,1
1954,REPÚBLICA ,RS,Imigrante,270,679.804425150463,0,0,0,1
19179,Terrazzo Dei Nonni,,,0,21.957976006944445,0,0,0,1
50628,Parada Obrigatória,BA,Xique-Xique,170,454.9502811805556,0,0,0,1
18387,Depósito do Romeu ,RJ,Rio de Janeiro,0,449.0850582060185,0,0,0,1
414,Tribbu Vila Velha,,,0,103.18195878472223,0,0,0,1
90855,La Bellice Confeitaria,SP,Piracicaba,450,47.151217002314816,1,0,0,1
51354,Restaurante do Daniel ,,,0,408.12926488425927,1,0,0,1
50958,Mendes Gourmet,ES,Vitória,525.67,200.8151029398148,1,0,0,1
61321,Heróis Burger - Guarapari,ES,Guarapari,760,110.82938625,1,0,0,1
102702,Padoca Santa Clara,SP,Itapeva,648,174.76530594671297,1,0,0,0
435,Bauruzeira,SP,Mococa,0,579.7624950578704,0,0,0,1
103363,Disti.aber,MG,Belo Horizonte,0,31.905382430555555,0,0,0,1
128904,Mabi pizzaria,MG,Aimorés,0,5.942900692083334,1,0,0,0
61815,Confeitaria Zinn,,,0,321.22766302083335,1,0,0,1
59407,restaurante da sara,ES,Vitória,0,71.47252025462963,0,0,0,1
53763,Portais Cervejas Especiais,ES,Vitória,320,379.0675030902778,0,0,0,1
88017,O Mamoeiro,SP,Limeira,252,112.85524508101852,0,0,0,1
56997,Chez-Moi Grelhados,GO,Paraúna,178.33,16.083263842592594,0,0,0,1
62343,Bartô - Matriz,,,0,448.84857028699076,0,0,0,0
113823,Fresh Donuts,RJ,Rio de Janeiro,0,85.09884203703703,0,0,0,1
20367,We Bubble,SC,Blumenau,260,349.97485136574073,0,0,0,1
13966,Divina Massa,SP,Atibaia,230,638.051350462963,0,0,0,1
7431,Beach Bar,MA,Balsas,249,718.9006803819444,0,0,0,1
19278,Dorado Café Bistrô,PR,Prudentópolis,149,593.1492274074074,0,0,0,1
1888,ENTREVERO,RO,Ariquemes,0,328.94222950231483,0,0,0,1
23271,Botequim Cajueiro,MA,São José de Ribamar,264.2,710.9291553935185,0,0,0,1
1260,Tempero da Tina,RJ,Rio de Janeiro,0,310.1188029861111,0,0,0,1
36207,Bar e Restaurante D Najé,BA,Salvador,0,17.70380568287037,0,0,0,1
65578,Brasa e Sal,PR,Diamante do Norte,100,114.06883400462964,0,0,0,1
25317,Pitaco Bar,MT,Barra do Garças,309.9,218.2581304976852,0,0,0,1
24162,Lelo's Hot Dog Registro ,SP,Registro,260,868.9749613518055,0,0,0,0
382,Costelão do Trevo Churrascaria,ES,Barra de São Francisco,0,201.86009240740742,0,0,0,1
28915,Sprint Café,MG,Santa Rita do Sapucaí,238,434.15598542824074,1,0,0,1
45150,King pizza,PR,Apucarana,599,175.97182434027778,0,0,0,1
18156,Dubairro Adega e Conveniência,SP,Campinas,259,562.9546248842593,0,0,0,1
281,Franguinho Villas ,SP,São Paulo,298,769.7171494560185,1,0,0,1
102306,Elder Cristhian,,,0,43.86611590277778,1,0,0,1
46140,NAMBATY PESCADOS,SP,São Paulo,175.2,284.9148549305556,0,0,0,1
64620,Nana Pereira Chocolateria e Doceria - Filial,RS,Xangri-Lá,600,90.95279460648148,1,0,0,1
13041,Tyler SteakHouse - Cariacica,ES,Cariacica,0,274.78445069444444,1,0,0,1
66237,Heygrill - Franquia,CE,Aracati,248,142.20902225694445,0,0,0,1
2716,QUINTAL DO ROSÁRIO,MG,São João Del Rei,210,654.6529525462963,0,0,0,1
289,Recanto Gourmet,ES,Colatina,0,475.1154794212963,0,0,0,1
48087,Soul Sabor Restaurante ,DF,Brasilia,396.2,308.79866837962965,0,0,0,1
2944,filho 7,,,0,0.0013122916666666667,0,0,0,1
76269,Moustache,ES,Linhares,810,80.9890055324074,1,0,0,1
34425,Japa Sushi - VV,ES,Vila Velha,499,415.2304865162037,1,0,0,1
89305,Mr Gourmet,ES,Serra,298.67,113.75547690972222,0,0,0,1
49242,Jujuice,BA,Mucuri,119,77.92291409722222,0,0,0,1
1623,Dulce de Leche & CO Iguatemi,,,0,21.040110358796298,0,0,0,1
63234,Marido Prendado,,,0,314.60127743055557,0,0,0,1
112140,Duoe Burguer,PA,Itaituba,99,110.84923436106482,0,0,0,0
66666,Estação Carandaí,MG,Carandaí,500,123.90215375,1,0,0,1
80064,Flood Coxinhas - CRICIUMA,PE,Jaboatão dos Guararapes,400,115.91489152777778,1,0,0,1
32082,Açaí do Gugu,SP,Francisco Morato,0,48.053500138888886,0,0,0,1
2482,UK BURGER,RS,Alegrete,398,854.2583675115741,1,0,0,1
88809,Parrilla São José,SP,São Paulo,349,38.05277446759259,0,0,0,1
121347, Sin Patisserie Atelier Gourmet LTDA,RJ,Rio de Janeiro,334,55.03866324995371,1,0,0,0
88512,Lanche,PR,Cascavel,0,0.7480998611111112,0,0,0,1
40168,ICETOWN,ES,Vitória,418,408.99604222222223,1,0,0,1
19476,Ceconello's Boleria,MG,Alfenas,0,83.81511802083334,0,0,0,1
17496,The Family's - Timbó [CNL],SC,Timbó,499,321.9098260185185,1,0,0,1
110787,Segredos Caseiros - Loja BH,MG,Belo Horizonte,0,79.09456668981481,1,0,0,1
65577,Prosa Carioca Beach,ES,Serra,600,129.83981576388888,1,0,0,1
49836,Feijú,PB,João Pessoa,119,214.84573359953703,0,0,0,1
127518,Eat Cookies,SP,São Paulo,399,11.729909083287037,1,0,0,0
23073,Café com Prosa,MG,Bom Despacho,280,640.9911025925926,0,0,0,1
125043,Pizzaria Firenze,ES,Cariacica,450,20.830121374953702,1,0,0,0
42015,Boteco São Luis,SP,São Paulo,450,171.4743673263889,1,0,0,1
102999,Sorella Pizzeria,ES,Vila Velha,0,173.7161640138426,0,0,0,0
91911,agoravai20,ES,Vila Velha,0,0.0011573726851851851,0,0,0,1
108148,Delícias de minas,undefined,undefined,270,100.36318074074075,0,0,0,1
79338,Katú Restaurantes Ltda,AM,Manaus,199,62.758203449074074,0,0,0,1
22743,Teppanyaki Sushi Delivery,SP,Pirassununga,0,99.89880600694444,0,0,0,1
28749,Deck.64 Lounge Bar,GO,Catalão,0,31.844972685185184,1,0,0,1
55446,La Bacieira - Tatuapé,,,0,0.0043876157407407405,1,0,0,1
70197,Rede Teste,,,0,387.614520645787,0,0,0,0
434,Mestre Lucca,MG,Teófilo Otoni,0,56.561484375,0,0,0,1
16440,La Braciera,SP,São Paulo,0,947.684069395787,0,0,0,0
35910,Iguana Azul Gastrobar,SP,Caraguatatuba,299,493.8802503703704,0,0,0,1
3438,Made In Mex,MG,Campo Belo,0,148.9420876851852,0,0,0,1
12348,Choc Lovers Importados,PR,Curitiba,0,56.128905914351854,0,0,0,1
67425,Brigalate confeitaria,ES,Santa Teresa,179,106.86229733796296,0,0,0,1
20301,Casa 56,RJ,Macaé,0,430.18609521990743,0,0,0,1
462,Seu Castro Gastro Lounge,,,0,47.53908587962963,0,0,0,1
84396,Tudo no Pote,ES,Aracruz,149,109.76876224537037,0,0,0,1
70857,Quero açaí shawarma Centro,MA,Imperatriz,499,240.9314273148148,1,0,0,1
5583,FitMe [CNL],AM,Manaus,0,373.6916149537037,0,0,0,1
70626,O Pescador,SP,Mogi Guaçu,400,268.059699375,1,0,0,1
11952,Hookahwork,SP,São Paulo,0,330.9328114236111,0,0,0,1
91284,Juliana Martins Doceria - Loja prado,BA,Prado,209,82.02551613425926,0,0,0,1
72903,Mai kombini,,,0,0.0013407407407407407,1,0,0,1
40002,Restaurante e Marmitaria Sabor Caseiro,SC,Abelardo Luz,0,188.8968148263889,0,0,0,1
62541,Fest Gastronomia,,,0,447.9094336203241,0,0,0,0
63268,El Churro Caliente,,,0,78.4465711574074,0,0,0,1
31125,Requinte Bolos e Doces,RS,Santa Maria,399.6,446.6483108333333,1,0,0,1
6045,Frozen tai ,MS,Campo Grande,0,212.88319777777778,0,0,0,1
52278,Mascavo Canela Bolos,MG,Uberaba,175,376.93111564814814,0,0,0,1
453,Arena Food Park,es,Vitória ,0,724.1516962615741,0,0,0,1
10237,LA MAFIA PUB,MG,Lagoa da Prata,0,94.89960395833333,1,0,0,1
34491,Brasil Cakes,PE,Garanhuns,0,56.69460162037037,0,0,0,1
58449,Chapoca Confeitaria,ES,Vitória,0,160.81909310185185,0,0,0,1
31422,Varanda 77 Gastrobar,BA,Vitória da Conquista,250,359.48615141203703,0,0,0,1
4428,Vieira Delicattus Café,MT,Rondonópolis,399,1083.8072563402316,0,0,0,0
49143,Brasil & Africa,SP,São Paulo,199,78.82502518518518,0,0,0,1
59868,Cata Vento,ES,Guarapari,650,114.61540097222222,1,0,0,1
367,Rei do Caranguejo [CNL],ES,Serra,0,313.8169537615741,0,0,0,1
6606,Piazzetta Pizza Bar e Grill,SP,São Paulo,0,267.9965849537037,1,0,0,1
97422,Pastelaria,SP,Mirassol,0,49.02483232638889,0,0,0,1
100491,Aki Pizza Mais,ES,Vila Velha,0,187.92153605087964,0,1,0,0
30861,Minha Pizza Preferida,AL,Maceió,149,373.9757087152778,0,0,0,1
466,Pizzaria Fornalha,PR,Maringá,0,125.16927034722222,0,0,0,1
1062,Pizzaria Santana,CE,Crato,0,61.11001952546296,0,0,0,1
92472,Açaí Onboard Campo Bom,RS,Campo Bom,499,99.98190818287037,1,0,0,1
448,Andreika Lacerda confeitaria [CNL],,,110,866.0103696180555,0,0,0,1
93726,Otta Brasil - Multilojas ,RJ,Rio de Janeiro,0,225.70504056476852,0,0,0,0
75147, La Bella Pizzaria,MT,Sapezal,498.17,122.8181565625,1,0,0,1
106365,Multilojas Eskimo,,,0,117.81714649305556,0,0,0,1
59835,Casa Flô Confeitaria,ES,Vila Velha,630,251.84779733796296,1,0,0,1
175,Loro Loco - Brewteco,ES,Serra,0,744.1702730671296,0,0,0,1
5154,Naíta Lanches ,PE,Agrestina,0,78.1651541550926,0,0,0,1
33171,Kituxinhas,SP,São Paulo,0,56.01594202546296,0,0,0,1
63531,Restaurante Modelo DSR,ES,Vitória,0,0.00960587962962963,1,0,0,1
1162,Dulce de Leche & CO - Praia de Belas,RS,Porto Alegre,0,220.8989916435185,0,0,0,1
56568,Ilha do Sabor,ES,Vitória,207.58,382.08815356481483,0,0,0,1
37890,West Burguer,PE,Paulista,290,697.723135472176,0,0,0,0
91912,agoravai20,ES,Vila Velha,0,0.0018147916666666666,0,0,0,1
30994,Cantinho do Terere,RO,Porto Velho,220,360.04485883101853,0,0,0,1
54951,Dom vitor,RS,Erechim,550,137.8419435763889,1,0,0,1
79272,Deliciari Confeitaria Afetiva,PE,Petrolina,450,107.80219549768519,1,0,0,1
55314,Marmitaria da nelza,ES,Serra,118,152.98396662037038,0,0,0,1
16605,HASKEY ✅,SP,Suzano,0,211.87231253472223,0,0,0,1
114120,Servtec,,,0,97.85425746291666,1,0,0,0
38286,AMERICAN EMBER ,SC,Mafra,350,691.9672884235648,1,0,0,0
25911,SR. PASTEL,SC,Blumenau,250,652.2405543634259,0,0,0,1
19014,Posto 27 Sport & Beer,ES,Serra,200,0.9845919675925926,0,0,0,1
24360,MATRIZ KONY LOUGER,,,0,866.7938003911574,0,0,0,0
3474,Restaurante e bar do Léo ,MG,Lagoa Santa,0,21.854350266203703,0,0,0,1
47955,Franguinho da Ilha,ES,Vitória,450,111.88506738425926,1,0,0,1
18288,Alaskan Sushi Lounge,ES,Vila Velha,438,629.8054481134259,1,0,0,1
15022,Amoratti Santos Dumont,,,0,614.8115603125,0,0,0,1
4164,Pizzaria Estrela - Kalzones e Pastéis,,,0,260.9716364351852,0,0,0,1
23,Chefs Burger,ES,Vila Velha,470,1387.0688403356482,1,0,0,1
94254,SURUBIM,SP,São Paulo,440,222.05372431476852,1,0,0,0
96139,Torteria Multilojas ,,,0,211.77202947680556,0,0,0,0
